,id_left,tag_left,geometry,type_left,category_left,index_right,tag_right,id_right,category_right,type_right
4225,737066368,"{u'addr:housenumber': u'2226', u'amenity': u'bar', u'name': u'Rendezvous Lounge', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'18th Street Northwest'}","POLYGON ((-77.04182074329732 38.91947962064832, -77.04182101834111 38.91947520569741, -77.04182184600154 38.91947083306614, -77.0418232183077 38.91946654486536, -77.04182512204342 38.91946238239278, -77.04182753887463 38.91945838573522, -77.04183044552585 38.91945459338268, -77.04183381400436 38.91945104185755, -77.04183761186988 38.9194477653629, -77.04184180254687 38.91944479545311, -77.04184634567682 38.91944216073004, -77.04185119750694 38.91943988656748, -77.04185631131151 38.91943799486678, -77.04186163784185 38.91943650384604, -77.04186712580064 38.91943542786459, -77.04187272233592 38.91943477728469, -77.04187837355013 38.91943455837177, -77.04188402501906 38.9194347732341, -77.04188962231609 38.91943541980239, -77.04189511153626 38.91943649184989, -77.04190043981551 38.91943797905221, -77.04190555583965 38.91943986708678, -77.04191041033865 38.91944213777083, -77.04191495656107 38.91944476923651, -77.04191915072434 38.91944773614136, -77.04192295243638 38.91945100991252, -77.04192632508462 38.91945455902179, -77.04192923618858 38.91945834928939, -77.04193165771268 38.91946234421301, -77.04193356633628 38.91946650531934, -77.0419349436782 38.9194707925347, -77.04193577647378 38.9194751645709, -77.04193605670265 38.91947957932283, -77.04193578166597 38.919483994274, -77.04193495401238 38.91948836690607, -77.04193358171251 38.91949265510812, -77.04193167798231 38.91949681758246, -77.04192926115563 38.91950081424216, -77.04192635450781 38.91950460659712, -77.04192298603137 38.91950815812489, -77.04191918816655 38.9195114346223, -77.04191499748887 38.91951440453479, -77.04191045435684 38.91951703926049, -77.04190560252337 38.9195193134255, -77.04190048871428 38.91952120512832, -77.04189516217842 38.91952269615079, -77.04188967421334 38.91952377213356, -77.04188407767121 38.91952442271425, -77.0418784264499 38.91952464162743, -77.04187277497388 38.91952442676487, -77.04186717767003 38.91952378019575, -77.04186168844353 38.91952270814697, -77.04185636015878 38.91952122094292, -77.0418512441301 38.91951933290622, -77.04184638962774 38.91951706221972, -77.04184184340322 38.91951443075142, -77.04183764923926 38.91951146384385, -77.0418338475279 38.91950819006994, -77.04183047488174 38.91950464095802, -77.04182756378113 38.919500850688, -77.04182514226154 38.91949685576225, -77.04182323364347 38.91949269465417, -77.04182185630783 38.91948840743749, -77.04182102351911 38.91948403540052, -77.04182074329732 38.91947962064832))",Node,set([nightlife spot]),16061,Lounge,4e4e6cb3bd4101d0d7a9dc67,set([nightlife spot]),fq
4225,737066368,"{u'addr:housenumber': u'2226', u'amenity': u'bar', u'name': u'Rendezvous Lounge', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'18th Street Northwest'}","POLYGON ((-77.04182074329732 38.91947962064832, -77.04182101834111 38.91947520569741, -77.04182184600154 38.91947083306614, -77.0418232183077 38.91946654486536, -77.04182512204342 38.91946238239278, -77.04182753887463 38.91945838573522, -77.04183044552585 38.91945459338268, -77.04183381400436 38.91945104185755, -77.04183761186988 38.9194477653629, -77.04184180254687 38.91944479545311, -77.04184634567682 38.91944216073004, -77.04185119750694 38.91943988656748, -77.04185631131151 38.91943799486678, -77.04186163784185 38.91943650384604, -77.04186712580064 38.91943542786459, -77.04187272233592 38.91943477728469, -77.04187837355013 38.91943455837177, -77.04188402501906 38.9194347732341, -77.04188962231609 38.91943541980239, -77.04189511153626 38.91943649184989, -77.04190043981551 38.91943797905221, -77.04190555583965 38.91943986708678, -77.04191041033865 38.91944213777083, -77.04191495656107 38.91944476923651, -77.04191915072434 38.91944773614136, -77.04192295243638 38.91945100991252, -77.04192632508462 38.91945455902179, -77.04192923618858 38.91945834928939, -77.04193165771268 38.91946234421301, -77.04193356633628 38.91946650531934, -77.0419349436782 38.9194707925347, -77.04193577647378 38.9194751645709, -77.04193605670265 38.91947957932283, -77.04193578166597 38.919483994274, -77.04193495401238 38.91948836690607, -77.04193358171251 38.91949265510812, -77.04193167798231 38.91949681758246, -77.04192926115563 38.91950081424216, -77.04192635450781 38.91950460659712, -77.04192298603137 38.91950815812489, -77.04191918816655 38.9195114346223, -77.04191499748887 38.91951440453479, -77.04191045435684 38.91951703926049, -77.04190560252337 38.9195193134255, -77.04190048871428 38.91952120512832, -77.04189516217842 38.91952269615079, -77.04188967421334 38.91952377213356, -77.04188407767121 38.91952442271425, -77.0418784264499 38.91952464162743, -77.04187277497388 38.91952442676487, -77.04186717767003 38.91952378019575, -77.04186168844353 38.91952270814697, -77.04185636015878 38.91952122094292, -77.0418512441301 38.91951933290622, -77.04184638962774 38.91951706221972, -77.04184184340322 38.91951443075142, -77.04183764923926 38.91951146384385, -77.0418338475279 38.91950819006994, -77.04183047488174 38.91950464095802, -77.04182756378113 38.919500850688, -77.04182514226154 38.91949685576225, -77.04182323364347 38.91949269465417, -77.04182185630783 38.91948840743749, -77.04182102351911 38.91948403540052, -77.04182074329732 38.91947962064832))",Node,set([nightlife spot]),16069,Cocktail Bar,514e5196e4b054c68bc8a607,set([nightlife spot]),fq
4272,737066563,"{u'addr:housenumber': u'2004', u'amenity': u'restaurant', u'name': u'Duplex Diner', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'18th Street Northwest'}","POLYGON ((-77.04182074512734 38.91721602064833, -77.0418210201624 38.91721160569556, -77.04182184779656 38.91720723306248, -77.04182322005917 38.91720294485992, -77.04182512373446 38.91719878238558, -77.04182754048897 38.91719478572634, -77.0418304470479 38.91719099337222, -77.04183381541952 38.9171874418456, -77.04183761316449 38.91718416534955, -77.04184180370847 38.91718119543856, -77.04184634669421 38.91717856071438, -77.04185119837035 38.91717628655086, -77.0418563120126 38.91717439484939, -77.04186163837387 38.917172903828, -77.04186712615848 38.91717182784612, -77.04187272251613 38.91717117726594, -77.04187837355097 38.91717095835293, -77.04188402484053 38.91717117321534, -77.0418896219599 38.91717181978392, -77.04189511100584 38.91717289183186, -77.04190043911596 38.9171743790348, -77.04190555497773 38.91717626707015, -77.04191040932264 38.91717853775516, -77.04191495540077 38.91718116922194, -77.04191914943091 38.91718413612803, -77.0419229510223 38.91718740990054, -77.04192632356349 38.91719095901132, -77.04192923457504 38.91719474928051, -77.0419316560223 38.91719874420578, -77.04193356458531 38.91720290531386, -77.0419349418835 38.91720719253103, -77.04193577465266 38.91721156456905, -77.04193605487264 38.91721597932281, -77.04193577984468 38.91722039427584, -77.04193495221735 38.91722476690971, -77.04193357996104 38.91722905511358, -77.04193167629127 38.91723321758965, -77.04192925954132 38.91723721425103, -77.04192635298573 38.91724100660756, -77.04192298461621 38.91724455813682, -77.04191918687194 38.9172478346356, -77.04191499632726 38.91725080454933, -77.04191045333944 38.91725343927615, -77.04190560165996 38.91725571344209, -77.04190048801318 38.9172576051457, -77.04189516164639 38.91725909616881, -77.04188967385549 38.91726017215201, -77.04188407749101 38.91726082273299, -77.04187842644906 38.91726104164626, -77.04187277515241 38.9172608267836, -77.04186717802621 38.91726018021422, -77.04186168897397 38.91725910816499, -77.04185636085832 38.91725762096031, -77.04185124499203 38.91725573292283, -77.04184639064374 38.91725346223539, -77.04184184456354 38.91725083076597, -77.04183765053269 38.91724786385717, -77.04183384894201 38.91724459008189, -77.04183047640287 38.91724104096849, -77.04182756539467 38.91723725069688, -77.04182514395194 38.91723325576945, -77.04182323539445 38.91722909465965, -77.04182185810254 38.91722480744117, -77.04182102534023 38.91722043540236, -77.04182074512734 38.91721602064833))",Node,set([food]),16804,Diner,4aebb2ebf964a52077c421e3,set([food]),fq
4272,737066563,"{u'addr:housenumber': u'2004', u'amenity': u'restaurant', u'name': u'Duplex Diner', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'18th Street Northwest'}","POLYGON ((-77.04182074512734 38.91721602064833, -77.0418210201624 38.91721160569556, -77.04182184779656 38.91720723306248, -77.04182322005917 38.91720294485992, -77.04182512373446 38.91719878238558, -77.04182754048897 38.91719478572634, -77.0418304470479 38.91719099337222, -77.04183381541952 38.9171874418456, -77.04183761316449 38.91718416534955, -77.04184180370847 38.91718119543856, -77.04184634669421 38.91717856071438, -77.04185119837035 38.91717628655086, -77.0418563120126 38.91717439484939, -77.04186163837387 38.917172903828, -77.04186712615848 38.91717182784612, -77.04187272251613 38.91717117726594, -77.04187837355097 38.91717095835293, -77.04188402484053 38.91717117321534, -77.0418896219599 38.91717181978392, -77.04189511100584 38.91717289183186, -77.04190043911596 38.9171743790348, -77.04190555497773 38.91717626707015, -77.04191040932264 38.91717853775516, -77.04191495540077 38.91718116922194, -77.04191914943091 38.91718413612803, -77.0419229510223 38.91718740990054, -77.04192632356349 38.91719095901132, -77.04192923457504 38.91719474928051, -77.0419316560223 38.91719874420578, -77.04193356458531 38.91720290531386, -77.0419349418835 38.91720719253103, -77.04193577465266 38.91721156456905, -77.04193605487264 38.91721597932281, -77.04193577984468 38.91722039427584, -77.04193495221735 38.91722476690971, -77.04193357996104 38.91722905511358, -77.04193167629127 38.91723321758965, -77.04192925954132 38.91723721425103, -77.04192635298573 38.91724100660756, -77.04192298461621 38.91724455813682, -77.04191918687194 38.9172478346356, -77.04191499632726 38.91725080454933, -77.04191045333944 38.91725343927615, -77.04190560165996 38.91725571344209, -77.04190048801318 38.9172576051457, -77.04189516164639 38.91725909616881, -77.04188967385549 38.91726017215201, -77.04188407749101 38.91726082273299, -77.04187842644906 38.91726104164626, -77.04187277515241 38.9172608267836, -77.04186717802621 38.91726018021422, -77.04186168897397 38.91725910816499, -77.04185636085832 38.91725762096031, -77.04185124499203 38.91725573292283, -77.04184639064374 38.91725346223539, -77.04184184456354 38.91725083076597, -77.04183765053269 38.91724786385717, -77.04183384894201 38.91724459008189, -77.04183047640287 38.91724104096849, -77.04182756539467 38.91723725069688, -77.04182514395194 38.91723325576945, -77.04182323539445 38.91722909465965, -77.04182185810254 38.91722480744117, -77.04182102534023 38.91722043540236, -77.04182074512734 38.91721602064833))",Node,set([food]),16829,Chinese Restaurant,4b04b6baf964a520425622e3,set([food]),fq
4274,737066570,"{u'addr:housenumber': u'2446', u'website': u'http://roofersuniondc.com/', u'amenity': u'bar', u'addr:city': u'Washington', u'name': u'Roofers Union', u'addr:postcode': u'20009', u'addr:state': u'DC', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'18th Street Northwest'}","POLYGON ((-77.04258374138792 38.92184152102477, -77.04258401639359 38.92183710607399, -77.04258484403464 38.92183273343926, -77.04258621634038 38.9218284452314, -77.04258812009461 38.9218242827482, -77.0425905369631 38.9218202860766, -77.04259344367 38.92181649370674, -77.04259681222209 38.92181294216116, -77.04260061017834 38.92180966564315, -77.04260480096235 38.92180669570731, -77.04260934421458 38.92180406095572, -77.04261419618106 38.92180178676249, -77.04261931013475 38.92179989502923, -77.04262463682557 38.92179840397436, -77.0426301249546 38.92179732795756, -77.0426357216683 38.92179667734138, -77.04264137306733 38.92179645839166, -77.04264702472574 38.92179667321699, -77.04265262221506 38.92179731974846, -77.04265811162851 38.92179839175964, -77.04266344010014 38.92179987892652, -77.04266855631393 38.92180176692686, -77.04267341099801 38.92180403757823, -77.04267795739916 38.92180666901307, -77.04268215173308 38.92180963588923, -77.04268595360607 38.92181290963413, -77.04268932640397 38.92181645871985, -77.04269223764491 38.92182024896677, -77.04269465929197 38.92182424387282, -77.0426965680233 38.92182840496487, -77.04269794545671 38.92183269216937, -77.04269877832664 38.92183706419823, -77.04269905861203 38.92184147894637, -77.04269878361347 38.92184589389741, -77.04269795597925 38.92185026653295, -77.04269658367983 38.92185455474211, -77.0426946799311 38.92185871722705, -77.04269226306715 38.92186271390077, -77.04268935636362 38.92186650627306, -77.0426859878136 38.92187005782127, -77.04268218985806 38.92187333434202, -77.04267799907336 38.92187630428059, -77.04267345581907 38.9218789390348, -77.04266860384922 38.92188121323049, -77.042663489891 38.92188310496588, -77.04265816319469 38.92188459602249, -77.04265267505934 38.9218856720406, -77.04264707833883 38.92188632265757, -77.04264142693269 38.92188654160754, -77.04263577526717 38.92188632678197, -77.04263017777102 38.92188568024968, -77.04262468835127 38.92188460823721, -77.04261935987412 38.9218831210686, -77.04261424365579 38.92188123306612, -77.04260938896834 38.92187896241233, -77.04260484256511 38.92187633097488, -77.04260064823049 38.92187336409597, -77.04259684635819 38.92187009034832, -77.04259347356235 38.92186654125999, -77.04259056232478 38.92186275101063, -77.04258814068224 38.92185875610243, -77.04258623195644 38.92185459500864, -77.04258485452932 38.92185030780284, -77.04258402166622 38.9218459357732, -77.04258374138792 38.92184152102477))",Node,set([nightlife spot]),15485,Bar,52b872f911d29ad9c6ec2dea,set([nightlife spot]),fq
4274,737066570,"{u'addr:housenumber': u'2446', u'website': u'http://roofersuniondc.com/', u'amenity': u'bar', u'addr:city': u'Washington', u'name': u'Roofers Union', u'addr:postcode': u'20009', u'addr:state': u'DC', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'18th Street Northwest'}","POLYGON ((-77.04258374138792 38.92184152102477, -77.04258401639359 38.92183710607399, -77.04258484403464 38.92183273343926, -77.04258621634038 38.9218284452314, -77.04258812009461 38.9218242827482, -77.0425905369631 38.9218202860766, -77.04259344367 38.92181649370674, -77.04259681222209 38.92181294216116, -77.04260061017834 38.92180966564315, -77.04260480096235 38.92180669570731, -77.04260934421458 38.92180406095572, -77.04261419618106 38.92180178676249, -77.04261931013475 38.92179989502923, -77.04262463682557 38.92179840397436, -77.0426301249546 38.92179732795756, -77.0426357216683 38.92179667734138, -77.04264137306733 38.92179645839166, -77.04264702472574 38.92179667321699, -77.04265262221506 38.92179731974846, -77.04265811162851 38.92179839175964, -77.04266344010014 38.92179987892652, -77.04266855631393 38.92180176692686, -77.04267341099801 38.92180403757823, -77.04267795739916 38.92180666901307, -77.04268215173308 38.92180963588923, -77.04268595360607 38.92181290963413, -77.04268932640397 38.92181645871985, -77.04269223764491 38.92182024896677, -77.04269465929197 38.92182424387282, -77.0426965680233 38.92182840496487, -77.04269794545671 38.92183269216937, -77.04269877832664 38.92183706419823, -77.04269905861203 38.92184147894637, -77.04269878361347 38.92184589389741, -77.04269795597925 38.92185026653295, -77.04269658367983 38.92185455474211, -77.0426946799311 38.92185871722705, -77.04269226306715 38.92186271390077, -77.04268935636362 38.92186650627306, -77.0426859878136 38.92187005782127, -77.04268218985806 38.92187333434202, -77.04267799907336 38.92187630428059, -77.04267345581907 38.9218789390348, -77.04266860384922 38.92188121323049, -77.042663489891 38.92188310496588, -77.04265816319469 38.92188459602249, -77.04265267505934 38.9218856720406, -77.04264707833883 38.92188632265757, -77.04264142693269 38.92188654160754, -77.04263577526717 38.92188632678197, -77.04263017777102 38.92188568024968, -77.04262468835127 38.92188460823721, -77.04261935987412 38.9218831210686, -77.04261424365579 38.92188123306612, -77.04260938896834 38.92187896241233, -77.04260484256511 38.92187633097488, -77.04260064823049 38.92187336409597, -77.04259684635819 38.92187009034832, -77.04259347356235 38.92186654125999, -77.04259056232478 38.92186275101063, -77.04258814068224 38.92185875610243, -77.04258623195644 38.92185459500864, -77.04258485452932 38.92185030780284, -77.04258402166622 38.9218459357732, -77.04258374138792 38.92184152102477))",Node,set([nightlife spot]),15494,Pub,513a9d88e4b0dcaa86f3b270,set([nightlife spot]),fq
10702,3713654965,"{u'cuisine': u'sandwich', u'amenity': u'fast_food', u'name': u'Subway', u'takeaway': u'yes'}","POLYGON ((-77.00558777137198 38.88473000277102, -77.00558804852381 38.88472558787817, -77.0055888780016 38.88472121547657, -77.00559025181693 38.88471692767484, -77.00559215673913 38.88471276576688, -77.00559457442266 38.88470876983404, -77.00559748158385 38.88470497835936, -77.00560085022511 38.88470142785678, -77.00560464790452 38.8846981525195, -77.00560883804836 38.88469518389081, -77.0056133803033 38.88469255056017, -77.00561823092492 38.88469027788796, -77.00562334319915 38.88468838776122, -77.00562866789205 38.88468689838286, -77.00563415372402 38.88468582409642, -77.00563974786357 38.8846851752478, -77.00564539643618 38.88468495808579, -77.00565104504311 38.88468517470176, -77.00565663928529 38.88468582300961, -77.00566212528722 38.88468689676571, -77.00566745021577 38.88468838562933, -77.00567256278907 38.88469027526185, -77.00567741377027 38.88469254746514, -77.00568195644188 38.88469518035667, -77.00568614705547 38.88469814858027, -77.00568994525318 38.88470142355041, -77.00569331445624 38.88470497372733, -77.0056962222174 38.88470876492094, -77.00569864053324 38.88471276062002, -77.00570054611403 38.88471692234382, -77.00570192060786 38.88472121001269, -77.00570275077756 38.88472558233407, -77.00570302862803 38.88472999720011, -77.0057027514833 38.88473441209325, -77.00570192201232 38.88473878449565, -77.00570054820328 38.88474307229865, -77.00569864328661 38.88474723420837, -77.00569622560759 38.88475123014333, -77.00569331844977 38.88475502162044, -77.00568994981059 38.88475857212565, -77.00568615213187 38.88476184746567, -77.00568196198732 38.8847648160971, -77.00567741973033 38.88476744943037, -77.00567256910534 38.88476972210501, -77.00566745682659 38.88477161223387, -77.00566213212817 38.88477310161399, -77.00565664628991 38.88477417590172, -77.00565105214353 38.88477482475114, -77.00564540356385 38.88477504191343, -77.00563975494981 38.88477482529719, -77.00563416070081 38.88477417698856, -77.00562867469259 38.88477310323112, -77.00562334975851 38.88477161436578, -77.0056182371807 38.88476972473112, -77.00561338619612 38.8847674525254, -77.00560884352244 38.88476481963124, -77.00560465290816 38.88476185140489, -77.00560085471116 38.88475857643202, -77.00559748551017 38.88475502625246, -77.00559457775236 38.88475123505643, -77.00559215944104 38.88474723935522, -77.00559025386576 38.88474307762967, -77.00558887937821 38.8847387899595, -77.00558804921533 38.88473441763731, -77.00558777137198 38.88473000277102))",Node,set([food]),11524,Thai Restaurant,4b06de45f964a520d9f122e3,set([food]),fq
10703,3713654966,"{u'website': u'http://www.talaythaidc.com', u'cuisine': u'thai', u'amenity': u'restaurant', u'name': u'Talay Thai', u'delivery': u'yes', u'takeaway': u'yes'}","POLYGON ((-77.0056164713471 38.8847608027852, -77.00561674849726 38.88475638789228, -77.00561757797365 38.88475201549051, -77.00561895178787 38.88474772768849, -77.0056208567092 38.88474356578006, -77.00562327439218 38.88473956984665, -77.0056261815531 38.88473577837129, -77.00562955019437 38.88473222786789, -77.00563334787411 38.88472895252971, -77.00563753801858 38.88472598390001, -77.0056420802744 38.88472335056826, -77.0056469308972 38.88472107789487, -77.00565204317287 38.88471918776688, -77.00565736786749 38.88471769838723, -77.00566285370138 38.88471662409943, -77.00566844784309 38.88471597524945, -77.00567409641806 38.88471575808604, -77.00567974502751 38.88471597470063, -77.00568533927238 38.88471662300708, -77.00569082527709 38.88471769676185, -77.00569615020854 38.88471918562415, -77.0057012627848 38.8847210752554, -77.00570611376904 38.88472334745749, -77.00571065644365 38.8847259803479, -77.00571484706023 38.88472894857045, -77.00571864526089 38.88473222353963, -77.00572201446686 38.8847357737157, -77.00572492223078 38.88473956490857, -77.00572734054929 38.88474356060705, -77.00572924613256 38.88474772233037, -77.00573062062873 38.88475200999888, -77.00573145080054 38.88475638232005, -77.0057317286529 38.88476079718598, -77.00573145150982 38.88476521207914, -77.00573062204026 38.88476958448172, -77.00572924823234 38.88477387228505, -77.00572734331651 38.88477803419522, -77.00572492563806 38.88478203013075, -77.00572201848051 38.88478582160853, -77.00571864984131 38.88478937211457, -77.00571485216227 38.88479264745549, -77.00571066201711 38.88479561608795, -77.00570611975921 38.88479824942233, -77.00570126913304 38.88480052209813, -77.00569615685285 38.88480241222825, -77.00569083215272 38.88480390160966, -77.00568534631253 38.88480497589875, -77.005679752164 38.88480562474952, -77.00567410358195 38.88480584191319, -77.0056684549654 38.88480562529836, -77.00566286071371 38.88480497699109, -77.00565737470269 38.88480390323502, -77.00565204976573 38.88480241437097, -77.00564693718495 38.88480052473759, -77.00564208619736 38.8847982525331, -77.00563754352066 38.88479561964005, -77.00563335290337 38.88479265141476, -77.00562955470342 38.88478937644283, -77.00562618549952 38.88478582626412, -77.00562327773896 38.88478203506882, -77.00562085942498 38.88477803936821, -77.00561895384722 38.88477387764318, -77.00561757935734 38.88476958997336, -77.00561674919236 38.88476521765141, -77.0056164713471 38.8847608027852))",Node,set([food]),11524,Thai Restaurant,4b06de45f964a520d9f122e3,set([food]),fq
10702,3713654965,"{u'cuisine': u'sandwich', u'amenity': u'fast_food', u'name': u'Subway', u'takeaway': u'yes'}","POLYGON ((-77.00558777137198 38.88473000277102, -77.00558804852381 38.88472558787817, -77.0055888780016 38.88472121547657, -77.00559025181693 38.88471692767484, -77.00559215673913 38.88471276576688, -77.00559457442266 38.88470876983404, -77.00559748158385 38.88470497835936, -77.00560085022511 38.88470142785678, -77.00560464790452 38.8846981525195, -77.00560883804836 38.88469518389081, -77.0056133803033 38.88469255056017, -77.00561823092492 38.88469027788796, -77.00562334319915 38.88468838776122, -77.00562866789205 38.88468689838286, -77.00563415372402 38.88468582409642, -77.00563974786357 38.8846851752478, -77.00564539643618 38.88468495808579, -77.00565104504311 38.88468517470176, -77.00565663928529 38.88468582300961, -77.00566212528722 38.88468689676571, -77.00566745021577 38.88468838562933, -77.00567256278907 38.88469027526185, -77.00567741377027 38.88469254746514, -77.00568195644188 38.88469518035667, -77.00568614705547 38.88469814858027, -77.00568994525318 38.88470142355041, -77.00569331445624 38.88470497372733, -77.0056962222174 38.88470876492094, -77.00569864053324 38.88471276062002, -77.00570054611403 38.88471692234382, -77.00570192060786 38.88472121001269, -77.00570275077756 38.88472558233407, -77.00570302862803 38.88472999720011, -77.0057027514833 38.88473441209325, -77.00570192201232 38.88473878449565, -77.00570054820328 38.88474307229865, -77.00569864328661 38.88474723420837, -77.00569622560759 38.88475123014333, -77.00569331844977 38.88475502162044, -77.00568994981059 38.88475857212565, -77.00568615213187 38.88476184746567, -77.00568196198732 38.8847648160971, -77.00567741973033 38.88476744943037, -77.00567256910534 38.88476972210501, -77.00566745682659 38.88477161223387, -77.00566213212817 38.88477310161399, -77.00565664628991 38.88477417590172, -77.00565105214353 38.88477482475114, -77.00564540356385 38.88477504191343, -77.00563975494981 38.88477482529719, -77.00563416070081 38.88477417698856, -77.00562867469259 38.88477310323112, -77.00562334975851 38.88477161436578, -77.0056182371807 38.88476972473112, -77.00561338619612 38.8847674525254, -77.00560884352244 38.88476481963124, -77.00560465290816 38.88476185140489, -77.00560085471116 38.88475857643202, -77.00559748551017 38.88475502625246, -77.00559457775236 38.88475123505643, -77.00559215944104 38.88474723935522, -77.00559025386576 38.88474307762967, -77.00558887937821 38.8847387899595, -77.00558804921533 38.88473441763731, -77.00558777137198 38.88473000277102))",Node,set([food]),11539,American Restaurant,4f32f23ae4b0de3f8503aff4,set([food]),fq
10703,3713654966,"{u'website': u'http://www.talaythaidc.com', u'cuisine': u'thai', u'amenity': u'restaurant', u'name': u'Talay Thai', u'delivery': u'yes', u'takeaway': u'yes'}","POLYGON ((-77.0056164713471 38.8847608027852, -77.00561674849726 38.88475638789228, -77.00561757797365 38.88475201549051, -77.00561895178787 38.88474772768849, -77.0056208567092 38.88474356578006, -77.00562327439218 38.88473956984665, -77.0056261815531 38.88473577837129, -77.00562955019437 38.88473222786789, -77.00563334787411 38.88472895252971, -77.00563753801858 38.88472598390001, -77.0056420802744 38.88472335056826, -77.0056469308972 38.88472107789487, -77.00565204317287 38.88471918776688, -77.00565736786749 38.88471769838723, -77.00566285370138 38.88471662409943, -77.00566844784309 38.88471597524945, -77.00567409641806 38.88471575808604, -77.00567974502751 38.88471597470063, -77.00568533927238 38.88471662300708, -77.00569082527709 38.88471769676185, -77.00569615020854 38.88471918562415, -77.0057012627848 38.8847210752554, -77.00570611376904 38.88472334745749, -77.00571065644365 38.8847259803479, -77.00571484706023 38.88472894857045, -77.00571864526089 38.88473222353963, -77.00572201446686 38.8847357737157, -77.00572492223078 38.88473956490857, -77.00572734054929 38.88474356060705, -77.00572924613256 38.88474772233037, -77.00573062062873 38.88475200999888, -77.00573145080054 38.88475638232005, -77.0057317286529 38.88476079718598, -77.00573145150982 38.88476521207914, -77.00573062204026 38.88476958448172, -77.00572924823234 38.88477387228505, -77.00572734331651 38.88477803419522, -77.00572492563806 38.88478203013075, -77.00572201848051 38.88478582160853, -77.00571864984131 38.88478937211457, -77.00571485216227 38.88479264745549, -77.00571066201711 38.88479561608795, -77.00570611975921 38.88479824942233, -77.00570126913304 38.88480052209813, -77.00569615685285 38.88480241222825, -77.00569083215272 38.88480390160966, -77.00568534631253 38.88480497589875, -77.005679752164 38.88480562474952, -77.00567410358195 38.88480584191319, -77.0056684549654 38.88480562529836, -77.00566286071371 38.88480497699109, -77.00565737470269 38.88480390323502, -77.00565204976573 38.88480241437097, -77.00564693718495 38.88480052473759, -77.00564208619736 38.8847982525331, -77.00563754352066 38.88479561964005, -77.00563335290337 38.88479265141476, -77.00562955470342 38.88478937644283, -77.00562618549952 38.88478582626412, -77.00562327773896 38.88478203506882, -77.00562085942498 38.88477803936821, -77.00561895384722 38.88477387764318, -77.00561757935734 38.88476958997336, -77.00561674919236 38.88476521765141, -77.0056164713471 38.8847608027852))",Node,set([food]),11539,American Restaurant,4f32f23ae4b0de3f8503aff4,set([food]),fq
10702,3713654965,"{u'cuisine': u'sandwich', u'amenity': u'fast_food', u'name': u'Subway', u'takeaway': u'yes'}","POLYGON ((-77.00558777137198 38.88473000277102, -77.00558804852381 38.88472558787817, -77.0055888780016 38.88472121547657, -77.00559025181693 38.88471692767484, -77.00559215673913 38.88471276576688, -77.00559457442266 38.88470876983404, -77.00559748158385 38.88470497835936, -77.00560085022511 38.88470142785678, -77.00560464790452 38.8846981525195, -77.00560883804836 38.88469518389081, -77.0056133803033 38.88469255056017, -77.00561823092492 38.88469027788796, -77.00562334319915 38.88468838776122, -77.00562866789205 38.88468689838286, -77.00563415372402 38.88468582409642, -77.00563974786357 38.8846851752478, -77.00564539643618 38.88468495808579, -77.00565104504311 38.88468517470176, -77.00565663928529 38.88468582300961, -77.00566212528722 38.88468689676571, -77.00566745021577 38.88468838562933, -77.00567256278907 38.88469027526185, -77.00567741377027 38.88469254746514, -77.00568195644188 38.88469518035667, -77.00568614705547 38.88469814858027, -77.00568994525318 38.88470142355041, -77.00569331445624 38.88470497372733, -77.0056962222174 38.88470876492094, -77.00569864053324 38.88471276062002, -77.00570054611403 38.88471692234382, -77.00570192060786 38.88472121001269, -77.00570275077756 38.88472558233407, -77.00570302862803 38.88472999720011, -77.0057027514833 38.88473441209325, -77.00570192201232 38.88473878449565, -77.00570054820328 38.88474307229865, -77.00569864328661 38.88474723420837, -77.00569622560759 38.88475123014333, -77.00569331844977 38.88475502162044, -77.00568994981059 38.88475857212565, -77.00568615213187 38.88476184746567, -77.00568196198732 38.8847648160971, -77.00567741973033 38.88476744943037, -77.00567256910534 38.88476972210501, -77.00566745682659 38.88477161223387, -77.00566213212817 38.88477310161399, -77.00565664628991 38.88477417590172, -77.00565105214353 38.88477482475114, -77.00564540356385 38.88477504191343, -77.00563975494981 38.88477482529719, -77.00563416070081 38.88477417698856, -77.00562867469259 38.88477310323112, -77.00562334975851 38.88477161436578, -77.0056182371807 38.88476972473112, -77.00561338619612 38.8847674525254, -77.00560884352244 38.88476481963124, -77.00560465290816 38.88476185140489, -77.00560085471116 38.88475857643202, -77.00559748551017 38.88475502625246, -77.00559457775236 38.88475123505643, -77.00559215944104 38.88474723935522, -77.00559025386576 38.88474307762967, -77.00558887937821 38.8847387899595, -77.00558804921533 38.88473441763731, -77.00558777137198 38.88473000277102))",Node,set([food]),11550,American Restaurant,4f453a89e4b0c24ce35ea333,set([food]),fq
