,id_left,tag_left,geometry,type_left,category_left,index_right,tag_right,id_right,category_right,type_right
5020,740272452,"{u'addr:housenumber': u'1736', u'cuisine': u'french', u'amenity': u'restaurant', u'name': u'Bistro Lepic', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'Wisconsin Avenue Northwest'}","POLYGON ((-77.06733354722611 38.91463173323633, -77.06733382067186 38.91462731822161, -77.06733464671181 38.91462294540589, -77.06733601739065 38.91461865690187, -77.06733791950786 38.91461449401008, -77.06734033474498 38.91461049682143, -77.06734323984189 38.91460670383105, -77.06734660682086 38.91460315156745, -77.06735040325599 38.91459987424083, -77.06735459258556 38.91459690341358, -77.06735913446401 38.91459426769637, -77.06736398515061 38.91459199247259, -77.06736909793067 38.91459009965379, -77.06737442356535 38.91458860746884, -77.06737991076601 38.91458753028832, -77.06738550668793 38.91458687848598, -77.06739115743946 38.91458665833908, -77.06739680860088 38.9145868719677, -77.0674024057485 38.91458751731452, -77.06740789497884 38.9145885881645, -77.06741322342769 38.91459007420476, -77.06741833977928 38.914591961124, -77.06742319476038 38.91459423075012, -77.06742774161494 38.91459686122548, -77.06743193655429 38.91459982721715, -77.06743573917886 38.9146031001611, -77.06743911286732 38.91460664853707, -77.06744202512915 38.91461043817235, -77.06744444791765 38.91461443257071, -77.06744635789997 38.91461859326387, -77.06744773668183 38.91462288018219, -77.06744857098475 38.9146272520403, -77.06744885277384 38.91463166673482, -77.06744857933519 38.91463608174982, -77.06744775330208 38.91464045456632, -77.06744638262956 38.91464474307166, -77.06744448051784 38.91464890596517, -77.06744206528525 38.91465290315595, -77.06743916019173 38.91465669614875, -77.06743579321484 38.91466024841498, -77.06743199678043 38.91466352574435, -77.06742780745017 38.91466649657433, -77.06742326556966 38.91466913229416, -77.0674184148797 38.9146714075204, -77.06741330209512 38.91467330034132, -77.0674079764549 38.91467479252801, -77.06740248924798 38.91467586970984, -77.06739689331923 38.91467652151296, -77.06739124256059 38.91467674166015, -77.06738559139208 38.91467652803126, -77.06737999423763 38.91467588268365, -77.06737450500098 38.91467481183241, -77.06736917654659 38.91467332579037, -77.06736406019049 38.91467143886901, -77.067359205206 38.91466916924045, -77.06735465834936 38.91466653876247, -77.06735046340931 38.91466357276805, -77.06734666078542 38.91466029982138, -77.06734328709902 38.91465675144276, -77.06734037484054 38.91465296180506, -77.06733795205658 38.91464896740457, -77.06733604207977 38.91464480670965, -77.06733466330419 38.91464051979003, -77.06733382900809 38.91463614793111, -77.06733354722611 38.91463173323633))",Node,set([food]),17638,French Restaurant,4cdf65a9db125481081937ce,set([food]),fq
5027,740272461,"{u'addr:housenumber': u'3287', u'cuisine': u'chinese', u'amenity': u'restaurant', u'name': u'Harmony Cafe', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'M Street Northwest'}","POLYGON ((-77.06562505479607 38.9052650323934, -77.06562532831167 38.90526061737512, -77.06562615434788 38.90525624456407, -77.06562752494945 38.90525195607274, -77.0656294269166 38.90524779320165, -77.0656318419323 38.90524379604153, -77.06563474673857 38.90524000308715, -77.06563811336048 38.9052364508667, -77.06564190937557 38.90523317359, -77.06564609822617 38.90523020281895, -77.06565063957133 38.90522756716365, -77.06565548967546 38.9052252920069, -77.06566060182946 38.90522339925965, -77.06566592680055 38.90522190715003, -77.06567141330642 38.90522083004789, -77.06567700850914 38.90522017832628, -77.0656826585239 38.9052199582616, -77.06568830893811 38.90522017197323, -77.06569390533528 38.90522081740299, -77.06569939381913 38.90522188833504, -77.0657047215327 38.90522337445577, -77.06570983716722 38.90522526145302, -77.06571469145642 38.90522753115403, -77.0657192376509 38.90523016170033, -77.06572343196834 38.90523312775841, -77.06572723401517 38.90523640076352, -77.06573060717561 38.9052399491949, -77.06573351896424 38.9052437388792, -77.0657359413389 38.9052477333198, -77.06573785097075 38.90525189404801, -77.06573922946889 38.9052561809938, -77.06574006355754 38.90526055287157, -77.06574034520388 38.90526496757772, -77.06574007169537 38.90526938259625, -77.065739245666 38.90527375540814, -77.06573787507075 38.90527804390074, -77.0657359731091 38.90528220677356, -77.06573355809792 38.90528620393582, -77.06573065329505 38.90528999689262, -77.06572728667521 38.90529354911568, -77.06572349066083 38.90529682639513, -77.06571930180955 38.90529979716893, -77.06571476046231 38.90530243282687, -77.06570991035483 38.90530470798604, -77.06570479819632 38.90530660073542, -77.06569947321971 38.90530809284679, -77.06569398670756 38.90530916995024, -77.06568839149803 38.90530982167266, -77.06568274147615 38.90531004173759, -77.06567709105484 38.90530982802572, -77.06567149465084 38.90530918259515, -77.06566600616067 38.90530811166181, -77.0656606784416 38.90530662553935, -77.06565556280255 38.90530473853996, -77.06565070850996 38.90530246883655, -77.06564616231341 38.90529983828759, -77.06564196799528 38.90529687222677, -77.06563816594913 38.90529359921891, -77.06563479279073 38.90529005078492, -77.06563188100546 38.90528626109818, -77.0656294586353 38.90528226665546, -77.06562754900898 38.9052781059255, -77.06562617051714 38.9052738189784, -77.06562533643532 38.90526944709984, -77.06562505479607 38.9052650323934))",Node,set([food]),1717,Burger Joint,50915329e4b06dbf5fe91190,set([food]),fq
11767,4460779184,"{u'addr:housenumber': u'3291', u'cuisine': u'burger', u'amenity': u'fast_food', u'drive_through': u'no', u'addr:city': u'Washington', u'addr:postcode': u'20007', u'takeaway': u'yes', u'addr:state': u'DC', u'name': u'Good Stuff Eatery', u'delivery': u'no', u'source': u'http://goodstuffeatery.com/locations/georgetown', u'opening_hours': u'Mon - Sat 11:30am- 10pm, Sun: 11:30am-9pm', u'addr:street': u'M Street Northwest'}","POLYGON ((-77.06570585479571 38.90526553243326, -77.06570612830632 38.90526111741479, -77.06570695433757 38.90525674460315, -77.06570832493429 38.90525245611088, -77.06571022689674 38.90524829323849, -77.06571264190794 38.90524429607668, -77.06571554670992 38.9052405031203, -77.06571891332783 38.90523695089754, -77.06572270933924 38.90523367361821, -77.06572689818648 38.90523070284425, -77.06573143952871 38.90522806718582, -77.06573628963031 38.9052257920257, -77.06574140178219 38.9052238992749, -77.06574672675161 38.90522240716162, -77.06575221325632 38.90522133005569, -77.06575780845833 38.9052206783302, -77.06576345847289 38.90522045826163, -77.06576910888738 38.90522067196933, -77.06577470528531 38.90522131739523, -77.06578019377044 38.90522238832348, -77.06578552148569 38.90522387444054, -77.0657906371224 38.90522576143423, -77.06579549141421 38.90522803113186, -77.06580003761168 38.90523066167506, -77.06580423193252 38.90523362773022, -77.06580803398309 38.90523690073272, -77.06581140714756 38.90524044916175, -77.06581431894051 38.90524423884404, -77.06581674131972 38.90524823328296, -77.0658186509563 38.90525239400984, -77.0658200294593 38.90525668095469, -77.0658208635529 38.90526105283186, -77.06582114520424 38.90526546753783, -77.06582087170075 38.90526988255657, -77.06582004567632 38.90527425536901, -77.06581867508591 38.90527854386257, -77.06581677312897 38.90528270673669, -77.06581435812231 38.90528670390064, -77.0658114533237 38.90529049685944, -77.06580808670788 38.90529404908484, -77.06580429069716 38.90529732636689, -77.06580010184923 38.9053002971436, -77.06579556050495 38.90530293280467, -77.06579071040001 38.9053052079672, -77.06578559824359 38.90530710072014, -77.06578027326866 38.90530859283518, -77.06577478675767 38.90530966994241, -77.06576919154884 38.90531032166871, -77.06576354152719 38.90531054173754, -77.06575789110559 38.90531032802957, -77.06575229470082 38.90530968260287, -77.0657468062094 38.90530861167333, -77.0657414784886 38.90530712555454, -77.06573636284739 38.90530523855871, -77.0657315085522 38.90530296885866, -77.06572696235263 38.90530033831283, -77.06572276803111 38.90529737225492, -77.06571896598122 38.90529409924969, -77.06571559281879 38.90529055081802, -77.0657126810292 38.90528676113331, -77.06571025865451 38.90528276669227, -77.06570834902345 38.90527860596362, -77.06570697052675 38.90527431901749, -77.06570613643996 38.90526994713949, -77.06570585479571 38.90526553243326))",Node,set([food]),1717,Burger Joint,50915329e4b06dbf5fe91190,set([food]),fq
5027,740272461,"{u'addr:housenumber': u'3287', u'cuisine': u'chinese', u'amenity': u'restaurant', u'name': u'Harmony Cafe', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'M Street Northwest'}","POLYGON ((-77.06562505479607 38.9052650323934, -77.06562532831167 38.90526061737512, -77.06562615434788 38.90525624456407, -77.06562752494945 38.90525195607274, -77.0656294269166 38.90524779320165, -77.0656318419323 38.90524379604153, -77.06563474673857 38.90524000308715, -77.06563811336048 38.9052364508667, -77.06564190937557 38.90523317359, -77.06564609822617 38.90523020281895, -77.06565063957133 38.90522756716365, -77.06565548967546 38.9052252920069, -77.06566060182946 38.90522339925965, -77.06566592680055 38.90522190715003, -77.06567141330642 38.90522083004789, -77.06567700850914 38.90522017832628, -77.0656826585239 38.9052199582616, -77.06568830893811 38.90522017197323, -77.06569390533528 38.90522081740299, -77.06569939381913 38.90522188833504, -77.0657047215327 38.90522337445577, -77.06570983716722 38.90522526145302, -77.06571469145642 38.90522753115403, -77.0657192376509 38.90523016170033, -77.06572343196834 38.90523312775841, -77.06572723401517 38.90523640076352, -77.06573060717561 38.9052399491949, -77.06573351896424 38.9052437388792, -77.0657359413389 38.9052477333198, -77.06573785097075 38.90525189404801, -77.06573922946889 38.9052561809938, -77.06574006355754 38.90526055287157, -77.06574034520388 38.90526496757772, -77.06574007169537 38.90526938259625, -77.065739245666 38.90527375540814, -77.06573787507075 38.90527804390074, -77.0657359731091 38.90528220677356, -77.06573355809792 38.90528620393582, -77.06573065329505 38.90528999689262, -77.06572728667521 38.90529354911568, -77.06572349066083 38.90529682639513, -77.06571930180955 38.90529979716893, -77.06571476046231 38.90530243282687, -77.06570991035483 38.90530470798604, -77.06570479819632 38.90530660073542, -77.06569947321971 38.90530809284679, -77.06569398670756 38.90530916995024, -77.06568839149803 38.90530982167266, -77.06568274147615 38.90531004173759, -77.06567709105484 38.90530982802572, -77.06567149465084 38.90530918259515, -77.06566600616067 38.90530811166181, -77.0656606784416 38.90530662553935, -77.06565556280255 38.90530473853996, -77.06565070850996 38.90530246883655, -77.06564616231341 38.90529983828759, -77.06564196799528 38.90529687222677, -77.06563816594913 38.90529359921891, -77.06563479279073 38.90529005078492, -77.06563188100546 38.90528626109818, -77.0656294586353 38.90528226665546, -77.06562754900898 38.9052781059255, -77.06562617051714 38.9052738189784, -77.06562533643532 38.90526944709984, -77.06562505479607 38.9052650323934))",Node,set([food]),1757,Food,4f32789019836c91c7db02fa,set([food]),fq
11767,4460779184,"{u'addr:housenumber': u'3291', u'cuisine': u'burger', u'amenity': u'fast_food', u'drive_through': u'no', u'addr:city': u'Washington', u'addr:postcode': u'20007', u'takeaway': u'yes', u'addr:state': u'DC', u'name': u'Good Stuff Eatery', u'delivery': u'no', u'source': u'http://goodstuffeatery.com/locations/georgetown', u'opening_hours': u'Mon - Sat 11:30am- 10pm, Sun: 11:30am-9pm', u'addr:street': u'M Street Northwest'}","POLYGON ((-77.06570585479571 38.90526553243326, -77.06570612830632 38.90526111741479, -77.06570695433757 38.90525674460315, -77.06570832493429 38.90525245611088, -77.06571022689674 38.90524829323849, -77.06571264190794 38.90524429607668, -77.06571554670992 38.9052405031203, -77.06571891332783 38.90523695089754, -77.06572270933924 38.90523367361821, -77.06572689818648 38.90523070284425, -77.06573143952871 38.90522806718582, -77.06573628963031 38.9052257920257, -77.06574140178219 38.9052238992749, -77.06574672675161 38.90522240716162, -77.06575221325632 38.90522133005569, -77.06575780845833 38.9052206783302, -77.06576345847289 38.90522045826163, -77.06576910888738 38.90522067196933, -77.06577470528531 38.90522131739523, -77.06578019377044 38.90522238832348, -77.06578552148569 38.90522387444054, -77.0657906371224 38.90522576143423, -77.06579549141421 38.90522803113186, -77.06580003761168 38.90523066167506, -77.06580423193252 38.90523362773022, -77.06580803398309 38.90523690073272, -77.06581140714756 38.90524044916175, -77.06581431894051 38.90524423884404, -77.06581674131972 38.90524823328296, -77.0658186509563 38.90525239400984, -77.0658200294593 38.90525668095469, -77.0658208635529 38.90526105283186, -77.06582114520424 38.90526546753783, -77.06582087170075 38.90526988255657, -77.06582004567632 38.90527425536901, -77.06581867508591 38.90527854386257, -77.06581677312897 38.90528270673669, -77.06581435812231 38.90528670390064, -77.0658114533237 38.90529049685944, -77.06580808670788 38.90529404908484, -77.06580429069716 38.90529732636689, -77.06580010184923 38.9053002971436, -77.06579556050495 38.90530293280467, -77.06579071040001 38.9053052079672, -77.06578559824359 38.90530710072014, -77.06578027326866 38.90530859283518, -77.06577478675767 38.90530966994241, -77.06576919154884 38.90531032166871, -77.06576354152719 38.90531054173754, -77.06575789110559 38.90531032802957, -77.06575229470082 38.90530968260287, -77.0657468062094 38.90530861167333, -77.0657414784886 38.90530712555454, -77.06573636284739 38.90530523855871, -77.0657315085522 38.90530296885866, -77.06572696235263 38.90530033831283, -77.06572276803111 38.90529737225492, -77.06571896598122 38.90529409924969, -77.06571559281879 38.90529055081802, -77.0657126810292 38.90528676113331, -77.06571025865451 38.90528276669227, -77.06570834902345 38.90527860596362, -77.06570697052675 38.90527431901749, -77.06570613643996 38.90526994713949, -77.06570585479571 38.90526553243326))",Node,set([food]),1757,Food,4f32789019836c91c7db02fa,set([food]),fq
5083,741013103,"{u'addr:housenumber': u'1443', u'amenity': u'restaurant', u'name': u'Commissary', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'P Street Northwest'}","POLYGON ((-77.03344995111482 38.90980621651821, -77.03345022663945 38.90980180157919, -77.03345105470081 38.90979742899948, -77.03345242732412 38.9097931408894, -77.03345433129015 38.90978897854579, -77.03345674826262 38.90978498205428, -77.03345965496467 38.90978118990325, -77.03346302340314 38.9097776386131, -77.03346682113809 38.9097743623847, -77.03347101159527 38.90977139276988, -77.03347555441826 38.90976875836756, -77.03348040585722 38.90976648454853, -77.03348551919022 38.90976459321079, -77.03349084517312 38.90976310256897, -77.03349633251386 38.90976202697875, -77.03350192836646 38.90976137679857, -77.03350757883989 38.90976115829009, -77.03351322951708 38.90976137355764, -77.03351882597907 38.90976202052804, -77.03352431432893 38.90976309297063, -77.03352964171097 38.90976458055726, -77.03353475681965 38.90976646896166, -77.03353961039375 38.90976873999748, -77.03354415569073 38.90977137179348, -77.03354834893695 38.90977433900402, -77.03355214974916 38.90977761305332, -77.03355552152343 38.90978116241048, -77.03355843178773 38.90978495289332, -77.03356085251457 38.90978894799748, -77.03356276039094 38.90979310924791, -77.03356413704287 38.90979739656953, -77.03356496921241 38.90980176867313, -77.03356524888514 38.90980618345294, -77.0335649733676 38.90981059839225, -77.03356414531308 38.90981497097276, -77.03356277269607 38.90981925908414, -77.03356086873556 38.90982342142946, -77.03355845176762 38.9098274179231, -77.03355554506894 38.90983121007658, -77.03355217663254 38.90983476136934, -77.03354837889829 38.90983803760049, -77.03354418844043 38.90984100721806, -77.03353964561538 38.90984364162301, -77.03353479417304 38.90984591544448, -77.03352968083553 38.90984780678432, -77.03352435484712 38.90984929742789, -77.03351886750008 38.90985037301941, -77.03351327164066 38.90985102320037, -77.03350762116013 38.90985124170913, -77.03350197047581 38.90985102644133, -77.03349637400702 38.90985037947013, -77.03349088565085 38.90984930702623, -77.03348555826329 38.90984781943786, -77.03348044315008 38.90984593103134, -77.03347558957262 38.90984365999309, -77.03347104427355 38.90984102819446, -77.03346685102662 38.90983806098117, -77.03346305021512 38.90983478692917, -77.03345967844291 38.90983123756935, -77.03345676818198 38.90982744708408, -77.03345434745967 38.90982345197779, -77.0334524395888 38.90981929072564, -77.03345106294316 38.90981500340271, -77.03345023078046 38.90981063129829, -77.03344995111482 38.90980621651821))",Node,set([food]),19565,American Restaurant,49f8d685f964a5202a6d1fe3,set([food]),fq
5083,741013103,"{u'addr:housenumber': u'1443', u'amenity': u'restaurant', u'name': u'Commissary', u'dataset': u'ABRA locations', u'source': u'dcgis', u'addr:street': u'P Street Northwest'}","POLYGON ((-77.03344995111482 38.90980621651821, -77.03345022663945 38.90980180157919, -77.03345105470081 38.90979742899948, -77.03345242732412 38.9097931408894, -77.03345433129015 38.90978897854579, -77.03345674826262 38.90978498205428, -77.03345965496467 38.90978118990325, -77.03346302340314 38.9097776386131, -77.03346682113809 38.9097743623847, -77.03347101159527 38.90977139276988, -77.03347555441826 38.90976875836756, -77.03348040585722 38.90976648454853, -77.03348551919022 38.90976459321079, -77.03349084517312 38.90976310256897, -77.03349633251386 38.90976202697875, -77.03350192836646 38.90976137679857, -77.03350757883989 38.90976115829009, -77.03351322951708 38.90976137355764, -77.03351882597907 38.90976202052804, -77.03352431432893 38.90976309297063, -77.03352964171097 38.90976458055726, -77.03353475681965 38.90976646896166, -77.03353961039375 38.90976873999748, -77.03354415569073 38.90977137179348, -77.03354834893695 38.90977433900402, -77.03355214974916 38.90977761305332, -77.03355552152343 38.90978116241048, -77.03355843178773 38.90978495289332, -77.03356085251457 38.90978894799748, -77.03356276039094 38.90979310924791, -77.03356413704287 38.90979739656953, -77.03356496921241 38.90980176867313, -77.03356524888514 38.90980618345294, -77.0335649733676 38.90981059839225, -77.03356414531308 38.90981497097276, -77.03356277269607 38.90981925908414, -77.03356086873556 38.90982342142946, -77.03355845176762 38.9098274179231, -77.03355554506894 38.90983121007658, -77.03355217663254 38.90983476136934, -77.03354837889829 38.90983803760049, -77.03354418844043 38.90984100721806, -77.03353964561538 38.90984364162301, -77.03353479417304 38.90984591544448, -77.03352968083553 38.90984780678432, -77.03352435484712 38.90984929742789, -77.03351886750008 38.90985037301941, -77.03351327164066 38.90985102320037, -77.03350762116013 38.90985124170913, -77.03350197047581 38.90985102644133, -77.03349637400702 38.90985037947013, -77.03349088565085 38.90984930702623, -77.03348555826329 38.90984781943786, -77.03348044315008 38.90984593103134, -77.03347558957262 38.90984365999309, -77.03347104427355 38.90984102819446, -77.03346685102662 38.90983806098117, -77.03346305021512 38.90983478692917, -77.03345967844291 38.90983123756935, -77.03345676818198 38.90982744708408, -77.03345434745967 38.90982345197779, -77.0334524395888 38.90981929072564, -77.03345106294316 38.90981500340271, -77.03345023078046 38.90981063129829, -77.03344995111482 38.90980621651821))",Node,set([food]),19601,Café,501801cee4b072c4c0787dfb,set([food]),fq
5085,741027338,"{u'amenity': u'restaurant', u'name': u'Don Jaime'}","POLYGON ((-77.0381887335938 38.93147851885623, -77.03818900890876 38.93147410392378, -77.03818983693121 38.93146973132805, -77.03819120968672 38.93146544317956, -77.03819311395485 38.93146128077547, -77.03819553139633 38.93145728420198, -77.03819843872984 38.93145349194829, -77.03820180795611 38.93144994053581, -77.03820560662763 38.93144666416654, -77.03820979816111 38.93144369439368, -77.03821434218979 38.93144105981773, -77.03821919495221 38.93143878581105, -77.0382243097137 38.93143689427354, -77.03822963721633 38.93143540342171, -77.03823512615344 38.93143432761325, -77.03824072366366 38.93143367720875, -77.03824637583999 38.93143345847198, -77.03825202824902 38.93143367350945, -77.03825762645501 38.93143432025028, -77.03826311654431 38.93143539246597, -77.03826844564443 38.93143687983056, -77.03827356243333 38.93143876801992, -77.03827841763359 38.93144103884976, -77.03828296448701 38.93144367045083, -77.03828715920494 38.93144663747937, -77.03829096138998 38.93144991136134, -77.03829433442499 38.93145346056751, -77.03829724582576 38.93145725091708, -77.03829966755387 38.931461245907, -77.03830157628669 38.93146540706333, -77.038302953642 38.93146969431187, -77.03830378635502 38.93147406636415, -77.03830406640618 38.93147848111488, -77.03830379109832 38.93148289604761, -77.03830296308271 38.93148726864413, -77.03830159033349 38.93149155679393, -77.0382996860709 38.93149571919975, -77.03829726863397 38.93149971577538, -77.03829436130381 38.93150350803148, -77.03829099207962 38.9315070594466, -77.03828719340881 38.93151033581861, -77.03828300187465 38.93151330559419, -77.03827845784389 38.93151594017278, -77.0382736050781 38.93151821418189, -77.03826849031211 38.93152010572152, -77.03826316280394 38.93152159657512, -77.03825767386054 38.93152267238487, -77.0382520763435 38.93152332279016, -77.03824642416005 38.93152354152722, -77.03824077174393 38.93152332648947, -77.03823517353109 38.93152267974784, -77.03822968343549 38.93152160753086, -77.03822435432984 38.93152012016453, -77.03821923753641 38.93151823197305, -77.0382143823328 38.93151596114078, -77.03820983547729 38.93151332953707, -77.03820564075865 38.93151036250579, -77.0382018385743 38.93150708862108, -77.03819846554137 38.93150353941228, -77.03819555414395 38.93149974906029, -77.03819313242038 38.93149575406824, -77.03819122369306 38.93149159291017, -77.03818984634404 38.93148730566031, -77.03818901363786 38.93148293360725, -77.0381887335938 38.93147851885623))",Node,set([food]),13527,Chinese Restaurant,4e4e64afbd4101d0d7a92899,set([food]),fq
5093,741027357,"{u'cuisine': u'chinese', u'amenity': u'fast_food', u'name': u'China Town'}","POLYGON ((-77.03815913362833 38.93143581884165, -77.03815940894496 38.93143140390923, -77.03816023696872 38.93142703131366, -77.03816160972519 38.93142274316547, -77.03816351399389 38.93141858076184, -77.03816593143559 38.93141458418894, -77.03816883876894 38.93141079193596, -77.03817220799468 38.93140724052429, -77.03817600666528 38.93140396415596, -77.03818019819748 38.93140099438416, -77.03818474222453 38.93139835980932, -77.038189594985 38.93139608580385, -77.03819470974419 38.93139419426763, -77.03820003724425 38.93139270341711, -77.03820552617853 38.93139162761005, -77.03821112368567 38.93139097720695, -77.0382167758587 38.93139075847162, -77.03822242826425 38.93139097351052, -77.03822802646663 38.93139162025278, -77.0382335165522 38.93139269246987, -77.03823884564851 38.93139417983582, -77.03824396243356 38.93139606802647, -77.03824881762996 38.93139833885757, -77.03825336447956 38.93140097045982, -77.03825755919375 38.93140393748945, -77.03826136137515 38.93140721137242, -77.03826473440668 38.93141076057945, -77.03826764580413 38.9314145509298, -77.03827006752914 38.93141854592036, -77.03827197625908 38.9314227070772, -77.03827335361179 38.93142699432615, -77.0382741863225 38.93143136637865, -77.03827446637165 38.9314357811295, -77.03827419106213 38.93144019606218, -77.03827336304519 38.93144456865854, -77.03827199029503 38.93144885680803, -77.03827008603184 38.9314530192134, -77.03826766859469 38.93145701578843, -77.03826476126471 38.93146080804383, -77.03826139204107 38.93146435945813, -77.03825759337116 38.9314676358292, -77.03825340183826 38.93147060560375, -77.03824885780915 38.93147324018122, -77.03824400504533 38.93147551418911, -77.03823889028161 38.93147740572745, -77.03823356277603 38.93147889657971, -77.03822807383546 38.93147997238809, -77.03822247632148 38.93148062279198, -77.03821682414133 38.9314808415276, -77.03821117172869 38.93148062648843, -77.03820557351948 38.93147997974538, -77.03820008342761 38.93147890752699, -77.03819475432577 38.93147742015929, -77.03818963753618 38.93147553196651, -77.03818478233642 38.93147326113298, -77.03818023548473 38.9314706295281, -77.03817604076983 38.93146766249573, -77.03817223858913 38.93146438861004, -77.03816886555967 38.93146083940037, -77.03816595416558 38.93145704904759, -77.0381635324451 38.93145305405491, -77.03816162372067 38.93144889289631, -77.03816024637426 38.93144460564608, -77.03815941367037 38.93144023359276, -77.03815913362833 38.93143581884165))",Node,set([food]),13527,Chinese Restaurant,4e4e64afbd4101d0d7a92899,set([food]),fq
5085,741027338,"{u'amenity': u'restaurant', u'name': u'Don Jaime'}","POLYGON ((-77.0381887335938 38.93147851885623, -77.03818900890876 38.93147410392378, -77.03818983693121 38.93146973132805, -77.03819120968672 38.93146544317956, -77.03819311395485 38.93146128077547, -77.03819553139633 38.93145728420198, -77.03819843872984 38.93145349194829, -77.03820180795611 38.93144994053581, -77.03820560662763 38.93144666416654, -77.03820979816111 38.93144369439368, -77.03821434218979 38.93144105981773, -77.03821919495221 38.93143878581105, -77.0382243097137 38.93143689427354, -77.03822963721633 38.93143540342171, -77.03823512615344 38.93143432761325, -77.03824072366366 38.93143367720875, -77.03824637583999 38.93143345847198, -77.03825202824902 38.93143367350945, -77.03825762645501 38.93143432025028, -77.03826311654431 38.93143539246597, -77.03826844564443 38.93143687983056, -77.03827356243333 38.93143876801992, -77.03827841763359 38.93144103884976, -77.03828296448701 38.93144367045083, -77.03828715920494 38.93144663747937, -77.03829096138998 38.93144991136134, -77.03829433442499 38.93145346056751, -77.03829724582576 38.93145725091708, -77.03829966755387 38.931461245907, -77.03830157628669 38.93146540706333, -77.038302953642 38.93146969431187, -77.03830378635502 38.93147406636415, -77.03830406640618 38.93147848111488, -77.03830379109832 38.93148289604761, -77.03830296308271 38.93148726864413, -77.03830159033349 38.93149155679393, -77.0382996860709 38.93149571919975, -77.03829726863397 38.93149971577538, -77.03829436130381 38.93150350803148, -77.03829099207962 38.9315070594466, -77.03828719340881 38.93151033581861, -77.03828300187465 38.93151330559419, -77.03827845784389 38.93151594017278, -77.0382736050781 38.93151821418189, -77.03826849031211 38.93152010572152, -77.03826316280394 38.93152159657512, -77.03825767386054 38.93152267238487, -77.0382520763435 38.93152332279016, -77.03824642416005 38.93152354152722, -77.03824077174393 38.93152332648947, -77.03823517353109 38.93152267974784, -77.03822968343549 38.93152160753086, -77.03822435432984 38.93152012016453, -77.03821923753641 38.93151823197305, -77.0382143823328 38.93151596114078, -77.03820983547729 38.93151332953707, -77.03820564075865 38.93151036250579, -77.0382018385743 38.93150708862108, -77.03819846554137 38.93150353941228, -77.03819555414395 38.93149974906029, -77.03819313242038 38.93149575406824, -77.03819122369306 38.93149159291017, -77.03818984634404 38.93148730566031, -77.03818901363786 38.93148293360725, -77.0381887335938 38.93147851885623))",Node,set([food]),13545,Pizza Place,4a85a820f964a520cbfe1fe3,set([food]),fq
5093,741027357,"{u'cuisine': u'chinese', u'amenity': u'fast_food', u'name': u'China Town'}","POLYGON ((-77.03815913362833 38.93143581884165, -77.03815940894496 38.93143140390923, -77.03816023696872 38.93142703131366, -77.03816160972519 38.93142274316547, -77.03816351399389 38.93141858076184, -77.03816593143559 38.93141458418894, -77.03816883876894 38.93141079193596, -77.03817220799468 38.93140724052429, -77.03817600666528 38.93140396415596, -77.03818019819748 38.93140099438416, -77.03818474222453 38.93139835980932, -77.038189594985 38.93139608580385, -77.03819470974419 38.93139419426763, -77.03820003724425 38.93139270341711, -77.03820552617853 38.93139162761005, -77.03821112368567 38.93139097720695, -77.0382167758587 38.93139075847162, -77.03822242826425 38.93139097351052, -77.03822802646663 38.93139162025278, -77.0382335165522 38.93139269246987, -77.03823884564851 38.93139417983582, -77.03824396243356 38.93139606802647, -77.03824881762996 38.93139833885757, -77.03825336447956 38.93140097045982, -77.03825755919375 38.93140393748945, -77.03826136137515 38.93140721137242, -77.03826473440668 38.93141076057945, -77.03826764580413 38.9314145509298, -77.03827006752914 38.93141854592036, -77.03827197625908 38.9314227070772, -77.03827335361179 38.93142699432615, -77.0382741863225 38.93143136637865, -77.03827446637165 38.9314357811295, -77.03827419106213 38.93144019606218, -77.03827336304519 38.93144456865854, -77.03827199029503 38.93144885680803, -77.03827008603184 38.9314530192134, -77.03826766859469 38.93145701578843, -77.03826476126471 38.93146080804383, -77.03826139204107 38.93146435945813, -77.03825759337116 38.9314676358292, -77.03825340183826 38.93147060560375, -77.03824885780915 38.93147324018122, -77.03824400504533 38.93147551418911, -77.03823889028161 38.93147740572745, -77.03823356277603 38.93147889657971, -77.03822807383546 38.93147997238809, -77.03822247632148 38.93148062279198, -77.03821682414133 38.9314808415276, -77.03821117172869 38.93148062648843, -77.03820557351948 38.93147997974538, -77.03820008342761 38.93147890752699, -77.03819475432577 38.93147742015929, -77.03818963753618 38.93147553196651, -77.03818478233642 38.93147326113298, -77.03818023548473 38.9314706295281, -77.03817604076983 38.93146766249573, -77.03817223858913 38.93146438861004, -77.03816886555967 38.93146083940037, -77.03816595416558 38.93145704904759, -77.0381635324451 38.93145305405491, -77.03816162372067 38.93144889289631, -77.03816024637426 38.93144460564608, -77.03815941367037 38.93144023359276, -77.03815913362833 38.93143581884165))",Node,set([food]),13545,Pizza Place,4a85a820f964a520cbfe1fe3,set([food]),fq
